Engagements,Followers at Posting,Album,Photo,Video,CreatedDayofweek,CreatedDayofyear,CreatedTotalMinutes
505848,0.5344761482904281,0,1,0,5,-0.07872014670881529,0.31462557428122123
762187,0.5344761482904281,0,0,1,5,-0.07872014670881529,0.30003210659532825
775600,0.5344761482904281,0,0,1,5,-0.07872014670881529,0.2965574714320204
459715,0.5344761482904281,0,1,0,5,-0.07872014670881529,0.28752342000742
810406,0.5344761482904281,0,0,1,5,-0.07872014670881529,0.27015024419088074
686960,0.5344761482904281,0,0,1,5,-0.07872014670881529,0.263200973864265
626655,0.5344761482904281,0,0,1,5,-0.07872014670881529,0.2374886736557869
747095,0.5322132295364951,0,0,1,5,-0.07872014670881529,0.030400417922638884
577007,0.5322132295364951,0,0,1,5,-0.07872014670881529,-0.07661834510724298
359722,0.5322132295364951,1,0,0,5,-0.07872014670881529,-0.2176885327375418
435542,0.5322132295364951,0,1,0,5,-0.07872014670881529,-0.2864863089710373
470061,0.5322132295364951,0,1,0,5,-0.07872014670881529,-0.6839845716534556
603424,0.5322132295364951,0,0,1,4,-0.08146739945606804,0.28682849297475843
647517,0.5322132295364951,0,0,1,4,-0.08146739945606804,0.2659806819949113
661494,0.5322132295364951,0,0,1,4,-0.08146739945606804,0.18953870840213854
661494,0.5322132295364951,0,0,1,4,-0.08146739945606804,0.17980972994487654
465482,0.5300412338373786,1,0,0,4,-0.08146739945606804,0.159656845997691
608357,0.5300412338373786,0,0,1,4,-0.08146739945606804,0.12769020249525875
507998,0.5300412338373786,0,0,1,4,-0.08146739945606804,0.03387505308594674
471492,0.5300412338373786,0,0,1,4,-0.08146739945606804,-0.08495746949918183
297294,0.5300412338373786,0,1,0,4,-0.08146739945606804,-0.24687546810932776
470368,0.5300412338373786,0,1,0,4,-0.08146739945606804,-0.608932452126006
608834,0.5300412338373786,0,0,1,4,-0.08146739945606804,-0.6395092415631151
775812,0.5300412338373786,0,0,1,4,-0.08146739945606804,-0.6777302283595015
652240,0.5300412338373786,0,0,1,4,-0.08146739945606804,-0.6812048635228093
427470,0.5300412338373786,0,1,0,4,-0.08146739945606804,-0.6839845716534556
675140,0.5300412338373786,0,0,1,3,-0.08421465220332079,0.30559152285662083
538831,0.5300412338373786,0,0,1,3,-0.08421465220332079,0.3007270336279898
661506,0.5300412338373786,0,0,1,3,-0.08421465220332079,0.2896082011054047
597919,0.5300412338373786,0,0,1,3,-0.08421465220332079,0.2847437118767737
647529,0.5300412338373786,0,0,1,3,-0.08421465220332079,0.2638959008969266
655460,0.5300412338373786,0,0,1,3,-0.08421465220332079,0.23123433036183277
689726,0.5277194339407715,0,0,1,3,-0.08421465220332079,0.12769020249525875
420467,0.5277194339407715,1,0,0,3,-0.08421465220332079,0.08807936163354924
580642,0.5277194339407715,0,0,1,3,-0.08421465220332079,-0.05924516929070371
674842,0.5277194339407715,0,0,1,3,-0.08421465220332079,-0.16487407825526243
368291,0.5277194339407715,0,1,0,3,-0.08421465220332079,-0.24270590591335833
454003,0.5277194339407715,0,1,0,3,-0.08421465220332079,-0.6617469066082854
661518,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.28682849297475843
350706,0.5277194339407715,0,1,0,2,-0.08696190495057354,0.2770995145174964
661518,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.2750147334195117
661518,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.23192925739449435
725178,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.22914954926384806
569098,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.2215053519045708
661518,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.2187256437739245
597930,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.1923184165327848
647540,0.5277194339407715,0,0,1,2,-0.08696190495057354,0.1811995840101997
675423,0.5249931461944906,0,0,1,2,-0.08696190495057354,0.09502863196016495
390471,0.5249931461944906,0,1,0,2,-0.08696190495057354,0.07001125878434841
680212,0.5249931461944906,0,0,1,2,-0.08696190495057354,0.028315636824654173
304208,0.5249931461944906,0,1,0,2,-0.08696190495057354,-0.05507560709473429
463910,0.5249931461944906,0,0,1,2,-0.08696190495057354,-0.12943279958952233
290887,0.5249931461944906,0,1,0,2,-0.08696190495057354,-0.21004433537826453
460231,0.5249931461944906,0,1,0,2,-0.08696190495057354,-0.6478483659550539
433009,0.5249931461944906,0,1,0,1,-0.08970915769782628,0.30559152285662083
773272,0.5249931461944906,0,0,1,1,-0.08970915769782628,0.28752342000742
711896,0.5249931461944906,0,0,1,1,-0.08970915769782628,0.2708451712235423
711896,0.5249931461944906,0,0,1,1,-0.08970915769782628,0.25138721430901834
668994,0.5249931461944906,0,0,1,1,-0.08970915769782628,0.22914954926384806
449479,0.5249931461944906,0,1,0,1,-0.08970915769782628,0.2110814464146472
590706,0.5249931461944906,0,0,1,1,-0.08970915769782628,0.20482710312069308
449479,0.5249931461944906,0,1,0,1,-0.08970915769782628,0.1978778327940774
666938,0.5226091618652979,0,0,1,1,-0.08970915769782628,0.13255469172388976
675435,0.5226091618652979,0,0,1,1,-0.08970915769782628,-0.08843210466248967
375610,0.5226091618652979,0,1,0,1,-0.08970915769782628,-0.1613994430919546
410237,0.5226091618652979,0,1,0,1,-0.08970915769782628,-0.28787616303636043
426732,0.5226091618652979,1,0,0,0,-0.09245641044507903,0.20413217608803153
602840,0.5193691299555174,0,0,1,0,-0.09245641044507903,0.10892717261339635
384270,0.5193691299555174,0,1,0,0,-0.09245641044507903,-0.14333134024275374
297205,0.5193691299555174,1,0,0,0,-0.09245641044507903,-0.2871812360036988
352101,0.5193691299555174,0,1,0,6,-0.09520366319233178,0.3125407931832365
789225,0.5193691299555174,0,0,1,6,-0.09520366319233178,0.23470896552514062
365493,0.5193691299555174,0,1,0,6,-0.09520366319233178,0.22706476816586335
719941,0.5193691299555174,0,0,1,6,-0.09520366319233178,0.2187256437739245
402171,0.5193691299555174,0,1,0,6,-0.09520366319233178,0.21733578970860135
640251,0.5193691299555174,0,0,1,6,-0.09520366319233178,0.17564016774890712
668021,0.5193691299555174,0,0,1,6,-0.09520366319233178,0.17286045961826085
769422,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.15618221083438316
693385,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.14158874314849018
646168,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.12560542139727404
365421,0.5168942225715083,0,1,0,6,-0.09520366319233178,0.11240180777670421
654401,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.0936387778948418
654401,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.09224892382951866
402092,0.5168942225715083,0,1,0,6,-0.09520366319233178,0.07557067504564097
633797,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.0679264776863637
591498,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.049858374837162864
633797,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.04151925044522401
578158,0.5168942225715083,0,0,1,6,-0.09520366319233178,0.002603336616176064
288127,0.5168942225715083,0,1,0,6,-0.09520366319233178,-0.09051688576047438
639194,0.5168942225715083,0,0,1,6,-0.09520366319233178,-0.1468059754060616
333581,0.5168942225715083,0,1,0,6,-0.09520366319233178,-0.19753564879035626
793110,0.5168942225715083,0,0,1,6,-0.09520366319233178,-0.24409575997868146
403891,0.5168942225715083,0,1,0,6,-0.09520366319233178,-0.3525043770738865
754705,0.5142818983271772,0,0,1,5,-0.09795091593958452,0.07557067504564097
413357,0.5142818983271772,0,1,0,5,-0.09795091593958452,-0.18085740000647857
516495,0.5142818983271772,0,1,0,5,-0.09795091593958452,-0.6200512846485912
798306,0.5142818983271772,0,0,1,5,-0.09795091593958452,-0.6770353013268399
469391,0.5142818983271772,0,1,0,5,-0.09795091593958452,-0.6798150094574862
459356,0.5142818983271772,0,1,0,4,-0.10069816868683727,0.3035067417586361
675214,0.5142818983271772,0,0,1,4,-0.10069816868683727,0.2986422525300051
648043,0.5142818983271772,0,0,1,4,-0.10069816868683727,0.2687603901255576
689788,0.5142818983271772,0,0,1,4,-0.10069816868683727,0.2381836006884485
647599,0.5142818983271772,0,0,1,4,-0.10069816868683727,0.2374886736557869
379390,0.5142818983271772,1,0,0,4,-0.10069816868683727,0.20552203015335466
610554,0.5123730096695186,0,0,1,4,-0.10069816868683727,0.1005880482214575
346280,0.5123730096695186,0,1,0,4,-0.10069816868683727,-0.1940610136270484
365969,0.5123730096695186,0,1,0,4,-0.10069816868683727,-0.5922542033421283
504415,0.5123730096695186,0,0,1,4,-0.10069816868683727,-0.618661430583268
552958,0.5123730096695186,0,0,1,4,-0.10069816868683727,-0.6256107009098837
365969,0.5123730096695186,0,1,0,4,-0.10069816868683727,-0.6270005549752068
678849,0.5123730096695186,0,0,1,4,-0.10069816868683727,-0.6422889496937614
606171,0.5123730096695186,0,0,1,4,-0.10069816868683727,-0.6547976362816696
808337,0.5123730096695186,0,0,1,4,-0.10069816868683727,-0.6680012499022395
647611,0.5123730096695186,0,0,1,3,-0.10344542143409002,0.3014219606606514
380131,0.5123730096695186,0,1,0,3,-0.10344542143409002,0.27154009825620384
603511,0.5123730096695186,0,0,1,3,-0.10344542143409002,0.23679374662312533
661590,0.5123730096695186,0,0,1,3,-0.10344542143409002,0.20413217608803153
725257,0.5123730096695186,0,0,1,3,-0.10344542143409002,0.18606407323883067
647611,0.5123730096695186,0,0,1,3,-0.10344542143409002,0.17425031368358398
556966,0.5104097818928144,0,0,1,3,-0.10344542143409002,-0.011990131069716917
299679,0.5104097818928144,0,1,0,3,-0.10344542143409002,-0.16904364045123185
627177,0.5104097818928144,0,0,1,3,-0.10344542143409002,-0.2434008329460199
453378,0.5104097818928144,0,1,0,3,-0.10344542143409002,-0.4963542728348316
608922,0.5104097818928144,0,0,1,3,-0.10344542143409002,-0.6193563576159296
759530,0.5104097818928144,0,0,1,3,-0.10344542143409002,-0.6221360657465759
498876,0.5104097818928144,0,1,0,3,-0.10344542143409002,-0.6270005549752068
672657,0.5104097818928144,0,0,1,3,-0.10344542143409002,-0.6464585118897308
673117,0.5104097818928144,0,0,1,3,-0.10344542143409002,-0.673560666163532
615205,0.5104097818928144,0,0,1,3,-0.10344542143409002,-0.6825947175881325
635749,0.5104097818928144,0,0,1,2,-0.10619267418134276,0.30003210659532825
647623,0.5104097818928144,0,0,1,2,-0.10619267418134276,0.2673705360602344
661602,0.5104097818928144,0,0,1,2,-0.10619267418134276,0.2597263387009572
385369,0.5104097818928144,0,1,0,2,-0.10619267418134276,0.2541669224396646
771154,0.5104097818928144,0,0,1,2,-0.10619267418134276,0.24721765211304889
788535,0.5104097818928144,0,0,1,2,-0.10619267418134276,0.20343724905536995
590770,0.5104097818928144,0,0,1,2,-0.10619267418134276,0.16730104335696827
341420,0.5089000958209711,0,1,0,2,-0.10619267418134276,0.15409742973639845
576028,0.5089000958209711,0,0,1,2,-0.10619267418134276,0.09641848602548808
471569,0.5089000958209711,0,0,1,2,-0.10619267418134276,0.025535928694007892
322058,0.5089000958209711,0,1,0,2,-0.10619267418134276,-0.16000958902663145
360753,0.5089000958209711,0,1,0,2,-0.10619267418134276,-0.22880736526012693
358126,0.5089000958209711,0,1,0,2,-0.10619267418134276,-0.5644571220356654
606193,0.5089000958209711,0,0,1,2,-0.10619267418134276,-0.5998984007014055
358126,0.5089000958209711,0,1,0,2,-0.10619267418134276,-0.6270005549752068
641715,0.5089000958209711,0,0,1,1,-0.10893992692859551,0.3048965958239592
725284,0.5089000958209711,0,0,1,1,-0.10893992692859551,0.23331911145981749
709959,0.5089000958209711,0,0,1,1,-0.10893992692859551,0.20969159234932408
655567,0.5089000958209711,0,0,1,1,-0.10893992692859551,0.18536914620616912
661614,0.5089000958209711,0,0,1,1,-0.10893992692859551,0.18467421917350754
463487,0.5067949091603164,0,0,1,1,-0.10893992692859551,0.08390979943757981
539003,0.5067949091603164,0,0,1,1,-0.10893992692859551,-0.09399152092378224
353893,0.5067949091603164,1,0,0,1,-0.10893992692859551,-0.15931466199396987
679351,0.5067949091603164,0,0,1,1,-0.10893992692859551,-0.6589671984776391
442193,0.5067949091603164,0,1,0,1,-0.10893992692859551,-0.6707809580328857
590792,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.30559152285662083
771710,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.3014219606606514
365439,0.5067949091603164,0,1,0,0,-0.11168717967584826,0.2861335659420968
641727,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.25138721430901834
757044,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.23679374662312533
453792,0.5067949091603164,0,1,0,0,-0.11168717967584826,0.21525100861061663
647646,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.21316622751263192
703483,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.2069118842186778
590792,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.19162348950012326
788563,0.5067949091603164,0,0,1,0,-0.11168717967584826,0.17980972994487654
590802,0.5049854495289966,0,0,1,0,-0.11168717967584826,0.1221307862339662
590802,0.5049854495289966,0,0,1,0,-0.11168717967584826,0.1221307862339662
497890,0.5049854495289966,0,0,1,0,-0.11168717967584826,0.09711341305814966
580747,0.5049854495289966,0,0,1,0,-0.11168717967584826,0.09016414273153395
727837,0.5049854495289966,0,0,1,0,-0.11168717967584826,-0.06827922071530414
344646,0.5049854495289966,1,0,0,0,-0.11168717967584826,-0.14055163211210747
383830,0.5049854495289966,0,1,0,0,-0.11168717967584826,-0.18155232703914012
333549,0.5049854495289966,0,1,0,0,-0.11168717967584826,-0.22185809493351122
365075,0.5049854495289966,0,1,0,6,-0.11443443242310102,0.2896082011054047
632584,0.5049854495289966,0,0,1,6,-0.11443443242310102,0.24165823585175633
365075,0.5049854495289966,0,1,0,6,-0.11443443242310102,0.23401403849247907
687122,0.5049854495289966,0,0,1,6,-0.11443443242310102,0.21733578970860135
401711,0.5049854495289966,0,1,0,6,-0.11443443242310102,0.2117763734473088
693460,0.5049854495289966,0,0,1,6,-0.11443443242310102,0.16730104335696827
693473,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.15409742973639845
632596,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.13116483765856662
632596,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.12630034842993562
708442,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.11587644294001206
640656,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.09502863196016495
702309,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.07765545614362568
566014,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.044298958575870295
584415,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.040824323412562445
566014,0.5027517648907812,0,0,1,6,-0.11443443242310102,0.013027242106099622
614813,0.5027517648907812,0,0,1,6,-0.11443443242310102,-0.0008712985471317885
577620,0.5027517648907812,0,0,1,6,-0.11443443242310102,-0.11900889409959878
458556,0.5027517648907812,0,1,0,5,-0.11718168517035375,0.3014219606606514
693948,0.5027517648907812,0,0,1,5,-0.11718168517035375,0.2993371795626667
357280,0.5027517648907812,0,1,0,5,-0.11718168517035375,0.27362487935418855
432586,0.5027517648907812,0,1,0,5,-0.11718168517035375,0.26459082792958816
665500,0.5027517648907812,0,0,1,5,-0.11718168517035375,0.2618111197989419
767669,0.5027517648907812,0,0,1,5,-0.11718168517035375,0.2562517035376493
458556,0.5027517648907812,0,1,0,5,-0.11718168517035375,0.2493024332110336
458556,0.5027517648907812,0,1,0,5,-0.11718168517035375,0.21942057080658608
729544,0.5027517648907812,0,0,1,5,-0.11718168517035375,0.20065754092472365
736273,0.5027517648907812,0,0,1,5,-0.11718168517035375,0.1811995840101997
660220,0.5006592133140383,0,0,1,5,-0.11718168517035375,0.028315636824654173
717900,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.07105892884595041
418531,0.5006592133140383,0,1,0,5,-0.11718168517035375,-0.23575663558674262
358820,0.5006592133140383,0,1,0,5,-0.11718168517035375,-0.3803014583803493
401987,0.5006592133140383,0,1,0,5,-0.11718168517035375,-0.5415245299578336
558424,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.5463890191864647
711577,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.5568129246763882
711577,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.5707114653296196
401987,0.5006592133140383,0,1,0,5,-0.11718168517035375,-0.5734911734602659
649110,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.589474495211482
657061,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.6026781088320519
663121,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.6054578169626982
442328,0.5006592133140383,0,1,0,5,-0.11718168517035375,-0.6311701171711762
663121,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.6367295334324689
705073,0.5006592133140383,0,0,1,5,-0.11718168517035375,-0.657577344412316
590824,0.5006592133140383,0,0,1,4,-0.1199289379176065,0.3125407931832365
443953,0.5006592133140383,0,1,0,4,-0.1199289379176065,0.282658930778789
590824,0.5006592133140383,0,0,1,4,-0.1199289379176065,0.27918429561548114
603577,0.5006592133140383,0,0,1,4,-0.1199289379176065,0.22706476816586335
787871,0.5006592133140383,0,0,1,4,-0.1199289379176065,0.21733578970860135
641761,0.5006592133140383,0,0,1,4,-0.1199289379176065,0.1950981246634311
864497,0.5006592133140383,0,0,1,4,-0.1199289379176065,0.18467421917350754
939030,0.5006592133140383,0,0,1,4,-0.1199289379176065,0.16730104335696827
610631,0.49848333624927565,0,0,1,4,-0.1199289379176065,0.058892426261763275
318931,0.49848333624927565,0,1,0,4,-0.1199289379176065,-0.04673648270279544
375497,0.49848333624927565,1,0,0,4,-0.1199289379176065,-0.11344947783830621
569232,0.49848333624927565,0,0,1,3,-0.12267619066485926,0.28335385781145056
725349,0.49848333624927565,0,0,1,3,-0.12267619066485926,0.2611161927662803
787885,0.49848333624927565,0,0,1,3,-0.12267619066485926,0.258336484635634
710023,0.49848333624927565,0,0,1,3,-0.12267619066485926,0.2402683817864332
771238,0.49848333624927565,0,0,1,3,-0.12267619066485926,0.1978778327940774
590834,0.49848333624927565,0,0,1,3,-0.12267619066485926,0.19370827059810797
557036,0.4965359642641471,0,0,1,3,-0.12267619066485926,0.01024753397545334
605702,0.4965359642641471,0,0,1,3,-0.12267619066485926,-0.07800819917256611
329389,0.4965359642641471,0,1,0,3,-0.12267619066485926,-0.15167046463469258
346572,0.4965359642641471,0,1,0,3,-0.12267619066485926,-0.18989145143107897
349836,0.4965359642641471,0,1,0,2,-0.125423443412112,0.30976108505259026
725362,0.4965359642641471,0,0,1,2,-0.125423443412112,0.263200973864265
603599,0.4965359642641471,0,0,1,2,-0.125423443412112,0.25555677650498776
585445,0.4965359642641471,0,0,1,2,-0.125423443412112,0.2374886736557869
538977,0.4965359642641471,0,0,1,2,-0.125423443412112,0.22011549783924764
715841,0.49443267699519156,0,0,1,2,-0.125423443412112,0.1221307862339662
430226,0.49443267699519156,0,0,1,2,-0.125423443412112,0.03526490715126988
303470,0.49443267699519156,0,1,0,2,-0.125423443412112,-0.1634842241899393
417241,0.49443267699519156,0,1,0,2,-0.125423443412112,-0.5338803325985564
417241,0.49443267699519156,0,1,0,2,-0.125423443412112,-0.6304751901385147
707912,0.49443267699519156,0,0,1,2,-0.125423443412112,-0.6471534389223924
678474,0.49443267699519156,0,0,1,1,-0.12817069615936474,0.2965574714320204
351107,0.49443267699519156,0,1,0,1,-0.12817069615936474,0.2611161927662803
713348,0.49443267699519156,0,0,1,1,-0.12817069615936474,0.2110814464146472
876573,0.49443267699519156,0,0,1,1,-0.12817069615936474,0.1950981246634311
599077,0.49443267699519156,0,0,1,1,-0.12817069615936474,0.18606407323883067
353389,0.49231642431333306,0,1,0,1,-0.12817069615936474,0.1388090350178439
345013,0.49231642431333306,0,1,0,1,-0.12817069615936474,0.07418082098031784
318676,0.49231642431333306,0,1,0,1,-0.12817069615936474,-0.07244878291127356
321234,0.49231642431333306,0,1,0,1,-0.12817069615936474,-0.15792480792864674
316622,0.49231642431333306,1,0,0,1,-0.12817069615936474,-0.22533273009681906
326271,0.49231642431333306,0,1,0,1,-0.12817069615936474,-0.46925211856103033
326271,0.49231642431333306,0,1,0,1,-0.12817069615936474,-0.6242208468445606
819732,0.49231642431333306,0,0,1,1,-0.12817069615936474,-0.6693911039675626
599088,0.49231642431333306,0,0,1,0,-0.13091794890661748,0.3007270336279898
593612,0.49231642431333306,0,0,1,0,-0.13091794890661748,0.28126907671346585
656741,0.49231642431333306,0,0,1,0,-0.13091794890661748,0.2770995145174964
599088,0.49231642431333306,0,0,1,0,-0.13091794890661748,0.2611161927662803
314509,0.49231642431333306,0,1,0,0,-0.13091794890661748,0.2597263387009572
719942,0.49231642431333306,0,0,1,0,-0.13091794890661748,0.25694663057031086
262893,0.49231642431333306,0,1,0,0,-0.13091794890661748,0.1978778327940774
593612,0.49231642431333306,0,0,1,0,-0.13091794890661748,0.16174162709567572
788404,0.49050159683590694,0,0,1,0,-0.13091794890661748,0.11448658887468892
252955,0.49050159683590694,0,1,0,0,-0.13091794890661748,-0.03075316095157932
519437,0.49050159683590694,0,0,1,0,-0.13091794890661748,-0.10233064531572109
204785,0.49050159683590694,1,0,0,0,-0.13091794890661748,-0.15236539166735416
347570,0.49050159683590694,0,1,0,0,-0.13091794890661748,-0.3281819309307315
688432,0.49050159683590694,0,0,1,0,-0.13091794890661748,-0.6005933277340672
333058,0.49050159683590694,1,0,0,6,-0.13366520165387025,0.2764045874848349
455010,0.4883990528071815,0,1,0,6,-0.13366520165387025,0.1388090350178439
735752,0.4883990528071815,0,0,1,6,-0.13366520165387025,0.10128297525411908
366419,0.4883990528071815,0,1,0,6,-0.13366520165387025,0.08877428866621082
735752,0.4883990528071815,0,0,1,6,-0.13366520165387025,0.08599458053556452
728925,0.4883990528071815,0,0,1,6,-0.13366520165387025,0.07765545614362568
656027,0.4883990528071815,0,0,1,6,-0.13366520165387025,0.029010563857315746
629197,0.4883990528071815,0,0,1,6,-0.13366520165387025,0.016501877269407474
338448,0.4883990528071815,0,1,0,6,-0.13366520165387025,-0.0383973583108566
573962,0.4883990528071815,0,0,1,6,-0.13366520165387025,-0.07036400181328885
839826,0.4883990528071815,0,0,1,6,-0.13366520165387025,-0.11414440487096779
347215,0.4883990528071815,0,1,0,6,-0.13366520165387025,-0.19962042988834097
343056,0.4883990528071815,1,0,0,6,-0.13366520165387025,-0.3900304368376113
721556,0.4883990528071815,0,0,1,6,-0.13366520165387025,-0.6297802631058531
353511,0.4883990528071815,0,1,0,6,-0.13366520165387025,-0.6408990956284383
658213,0.4883990528071815,0,0,1,6,-0.13366520165387025,-0.6547976362816696
353511,0.4883990528071815,0,1,0,6,-0.13366520165387025,-0.6582722714449775
655325,0.4883990528071815,0,0,1,5,-0.13641245440112298,0.3104560120852518
604967,0.4883990528071815,0,0,1,5,-0.13641245440112298,0.27015024419088074
763838,0.4883990528071815,0,0,1,5,-0.13641245440112298,0.24860750617837205
338348,0.4883990528071815,0,1,0,5,-0.13641245440112298,0.23957345475377162
696784,0.4883990528071815,0,0,1,5,-0.13641245440112298,0.20274232202270837
780326,0.4883990528071815,0,0,1,5,-0.13641245440112298,0.1784198758795534
416267,0.4883990528071815,0,1,0,5,-0.13641245440112298,0.1714706055529377
696784,0.4883990528071815,0,0,1,5,-0.13641245440112298,0.16660611632430672
696796,0.4864261629074859,0,0,1,5,-0.13641245440112298,0.15201264863841374
703224,0.4864261629074859,0,0,1,5,-0.13641245440112298,0.14923294050776745
295863,0.4864261629074859,0,1,0,5,-0.13641245440112298,0.03526490715126988
610362,0.4864261629074859,0,0,1,5,-0.13641245440112298,-0.07522849104191984
266739,0.4864261629074859,0,1,0,5,-0.13641245440112298,-0.13151758068750705
308818,0.4864261629074859,0,1,0,5,-0.13641245440112298,-0.1989255028556794
418893,0.4864261629074859,0,1,0,5,-0.13641245440112298,-0.45674343197312206
444040,0.4864261629074859,0,1,0,5,-0.13641245440112298,-0.6450686578244077
403544,0.4864261629074859,0,1,0,5,-0.13641245440112298,-0.6596621255103007
