,Engagements,Followers at Posting,Album,Photo,Video,CreatedYear,CreatedMonth,CreatedWeek,CreatedDay,CreatedDayofweek,CreatedDayofyear,CreatedIs_month_end,CreatedIs_month_start,CreatedIs_quarter_end,CreatedIs_quarter_start,CreatedIs_year_end,CreatedIs_year_start,CreatedHour,CreatedMinute,CreatedSecond,CreatedElapsed
45,436512,36899744,1,0,0,2019,5,20,19,6,139,False,False,False,False,False,False,0,9,18,1558224558
46,505848,36899744,0,1,0,2019,5,20,18,5,138,False,False,False,False,False,False,23,57,36,1558223856
47,762187,36899744,0,0,1,2019,5,20,18,5,138,False,False,False,False,False,False,23,36,51,1558222611
48,775600,36899744,0,0,1,2019,5,20,18,5,138,False,False,False,False,False,False,23,31,49,1558222309
49,459715,36899744,0,1,0,2019,5,20,18,5,138,False,False,False,False,False,False,23,18,46,1558221526
50,810406,36899744,0,0,1,2019,5,20,18,5,138,False,False,False,False,False,False,22,53,22,1558220002
51,686960,36899744,0,0,1,2019,5,20,18,5,138,False,False,False,False,False,False,22,43,48,1558219428
52,626655,36899744,0,0,1,2019,5,20,18,5,138,False,False,False,False,False,False,22,6,19,1558217179
53,747095,36872342,0,0,1,2019,5,20,18,5,138,False,False,False,False,False,False,17,8,9,1558199289
54,577007,36872342,0,0,1,2019,5,20,18,5,138,False,False,False,False,False,False,14,34,20,1558190060
55,359722,36872342,1,0,0,2019,5,20,18,5,138,False,False,False,False,False,False,11,11,13,1558177873
56,435542,36872342,0,1,0,2019,5,20,18,5,138,False,False,False,False,False,False,9,32,22,1558171942
57,470061,36872342,0,1,0,2019,5,20,18,5,138,False,False,False,False,False,False,0,0,20,1558137620
58,603424,36872342,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,23,17,31,1558135051
59,647517,36872342,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,22,47,20,1558133240
60,661494,36872342,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,20,57,25,1558126645
61,661494,36872342,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,20,43,18,1558125798
62,465482,36846041,1,0,0,2019,5,20,17,4,137,False,False,False,False,False,False,20,14,22,1558124062
63,608357,36846041,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,19,28,37,1558121317
64,507998,36846041,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,17,13,20,1558113200
65,471492,36846041,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,14,22,35,1558102955
66,297294,36846041,0,1,0,2019,5,20,17,4,137,False,False,False,False,False,False,10,29,53,1558088993
67,470368,36846041,0,1,0,2019,5,20,17,4,137,False,False,False,False,False,False,1,48,20,1558057700
68,608834,36846041,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,1,4,29,1558055069
69,775812,36846041,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,0,9,42,1558051782
70,652240,36846041,0,0,1,2019,5,20,17,4,137,False,False,False,False,False,False,0,4,49,1558051489
71,427470,36846041,0,1,0,2019,5,20,17,4,137,False,False,False,False,False,False,0,0,58,1558051258
72,675140,36846041,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,23,44,41,1558050281
73,538831,36846041,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,23,37,16,1558049836
74,661506,36846041,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,23,21,12,1558048872
75,597919,36846041,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,23,14,55,1558048495
76,647529,36846041,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,22,44,58,1558046698
77,655460,36846041,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,21,57,39,1558043859
78,689726,36817926,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,19,28,43,1558034923
79,420467,36817926,1,0,0,2019,5,20,16,3,136,False,False,False,False,False,False,18,31,23,1558031483
80,580642,36817926,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,14,59,18,1558018758
81,674842,36817926,0,0,1,2019,5,20,16,3,136,False,False,False,False,False,False,12,27,36,1558009656
82,368291,36817926,0,1,0,2019,5,20,16,3,136,False,False,False,False,False,False,10,35,59,1558002959
83,454003,36817926,0,1,0,2019,5,20,16,3,136,False,False,False,False,False,False,0,32,21,1557966741
84,661518,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,23,17,15,1557962235
85,350706,36817926,0,1,0,2019,5,20,15,2,135,False,False,False,False,False,False,23,3,6,1557961386
86,661518,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,23,0,48,1557961248
87,661518,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,21,58,40,1557957520
88,725178,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,21,54,8,1557957248
89,569098,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,21,43,49,1557956629
90,661518,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,21,39,46,1557956386
91,597930,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,21,1,57,1557954117
92,647540,36817926,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,20,45,49,1557953149
93,675423,36784913,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,18,41,22,1557945682
94,390471,36784913,0,1,0,2019,5,20,15,2,135,False,False,False,False,False,False,18,5,44,1557943544
95,680212,36784913,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,17,5,18,1557939918
96,304208,36784913,0,1,0,2019,5,20,15,2,135,False,False,False,False,False,False,15,5,30,1557932730
97,463910,36784913,0,0,1,2019,5,20,15,2,135,False,False,False,False,False,False,13,18,17,1557926297
98,290887,36784913,0,1,0,2019,5,20,15,2,135,False,False,False,False,False,False,11,22,44,1557919364
99,460231,36784913,0,1,0,2019,5,20,15,2,135,False,False,False,False,False,False,0,52,35,1557881555
100,433009,36784913,0,1,0,2019,5,20,14,1,134,False,False,False,False,False,False,23,44,44,1557877484
101,773272,36784913,0,0,1,2019,5,20,14,1,134,False,False,False,False,False,False,23,18,53,1557875933
102,711896,36784913,0,0,1,2019,5,20,14,1,134,False,False,False,False,False,False,22,54,46,1557874486
103,711896,36784913,0,0,1,2019,5,20,14,1,134,False,False,False,False,False,False,22,26,35,1557872795
104,668994,36784913,0,0,1,2019,5,20,14,1,134,False,False,False,False,False,False,21,54,56,1557870896
105,449479,36784913,0,1,0,2019,5,20,14,1,134,False,False,False,False,False,False,21,28,45,1557869325
106,590706,36784913,0,0,1,2019,5,20,14,1,134,False,False,False,False,False,False,21,19,22,1557868762
107,449479,36784913,0,1,0,2019,5,20,14,1,134,False,False,False,False,False,False,21,9,37,1557868177
108,666938,36756045,0,0,1,2019,5,20,14,1,134,False,False,False,False,False,False,19,35,11,1557862511
109,675435,36756045,0,0,1,2019,5,20,14,1,134,False,False,False,False,False,False,14,17,1,1557843421
110,375610,36756045,0,1,0,2019,5,20,14,1,134,False,False,False,False,False,False,12,32,2,1557837122
111,410237,36756045,0,1,0,2019,5,20,14,1,134,False,False,False,False,False,False,9,30,57,1557826257
112,426732,36756045,1,0,0,2019,5,20,13,0,133,False,False,False,False,False,False,21,18,34,1557782314
113,602840,36716811,0,0,1,2019,5,20,13,0,133,False,False,False,False,False,False,19,1,12,1557774072
114,384270,36716811,0,1,0,2019,5,20,13,0,133,False,False,False,False,False,False,12,58,2,1557752282
115,297205,36716811,1,0,0,2019,5,20,13,0,133,False,False,False,False,False,False,9,31,40,1557739900
116,352101,36716811,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,23,54,2,1557705242
117,789225,36716811,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,22,2,48,1557698568
118,365493,36716811,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,21,51,49,1557697909
119,719941,36716811,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,21,39,27,1557697167
120,402171,36716811,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,21,37,2,1557697022
121,640251,36716811,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,20,37,26,1557693446
122,668021,36716811,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,20,33,1,1557693181
123,769422,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,20,9,36,1557691776
124,693385,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,19,48,8,1557690488
125,646168,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,19,25,41,1557689141
126,365421,36686842,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,19,6,29,1557687989
127,654401,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,18,39,52,1557686392
128,654401,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,18,37,41,1557686261
129,402092,36686842,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,18,13,58,1557684838
130,633797,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,18,2,23,1557684143
131,591498,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,17,36,19,1557682579
132,633797,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,17,24,39,1557681879
133,578158,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,16,28,13,1557678493
134,288127,36686842,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,14,14,45,1557670485
135,639194,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,12,53,52,1557665632
136,333581,36686842,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,11,40,34,1557661234
137,793110,36686842,0,0,1,2019,5,19,12,6,132,False,False,False,False,False,False,10,33,6,1557657186
138,403891,36686842,0,1,0,2019,5,19,12,6,132,False,False,False,False,False,False,7,57,27,1557647847
139,754705,36655209,0,0,1,2019,5,19,11,5,131,False,False,False,False,False,False,18,13,51,1557598431
140,413357,36655209,0,1,0,2019,5,19,11,5,131,False,False,False,False,False,False,12,4,50,1557576290
141,516495,36655209,0,1,0,2019,5,19,11,5,131,False,False,False,False,False,False,1,32,14,1557538334
142,798306,36655209,0,0,1,2019,5,19,11,5,131,False,False,False,False,False,False,0,10,17,1557533417
143,469391,36655209,0,1,0,2019,5,19,11,5,131,False,False,False,False,False,False,0,6,49,1557533209
144,459356,36655209,0,1,0,2019,5,19,10,4,130,False,False,False,False,False,False,23,41,15,1557531675
145,675214,36655209,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,23,34,17,1557531257
146,648043,36655209,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,22,51,0,1557528660
147,689788,36655209,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,22,7,46,1557526066
148,647599,36655209,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,22,6,39,1557525999
149,379390,36655209,1,0,0,2019,5,19,10,4,130,False,False,False,False,False,False,21,20,17,1557523217
150,610554,36632094,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,18,49,1,1557514141
151,346280,36632094,0,1,0,2019,5,19,10,4,130,False,False,False,False,False,False,11,45,57,1557488757
152,365969,36632094,0,1,0,2019,5,19,10,4,130,False,False,False,False,False,False,2,12,15,1557454335
153,504415,36632094,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,1,34,34,1557452074
154,552958,36632094,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,1,24,9,1557451449
155,365969,36632094,0,1,0,2019,5,19,10,4,130,False,False,False,False,False,False,1,22,34,1557451354
156,678849,36632094,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,1,0,45,1557450045
157,606171,36632094,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,0,42,43,1557448963
158,808337,36632094,0,0,1,2019,5,19,10,4,130,False,False,False,False,False,False,0,23,50,1557447830
159,647611,36632094,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,23,38,41,1557445121
160,380131,36632094,0,1,0,2019,5,19,9,3,129,False,False,False,False,False,False,22,55,7,1557442507
161,603511,36632094,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,22,5,4,1557439504
162,661590,36632094,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,21,18,42,1557436722
163,725257,36632094,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,20,52,50,1557435170
164,647611,36632094,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,20,35,33,1557434133
165,556966,36608321,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,16,7,50,1557418070
166,299679,36608321,0,1,0,2019,5,19,9,3,129,False,False,False,False,False,False,12,21,38,1557404498
167,627177,36608321,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,10,34,7,1557398047
168,453378,36608321,0,1,0,2019,5,19,9,3,129,False,False,False,False,False,False,4,30,10,1557376210
169,608922,36608321,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,1,33,50,1557365630
170,759530,36608321,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,1,29,16,1557365356
171,498876,36608321,0,1,0,2019,5,19,9,3,129,False,False,False,False,False,False,1,22,6,1557364926
172,672657,36608321,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,0,54,46,1557363286
173,673117,36608321,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,0,15,50,1557360950
174,615205,36608321,0,0,1,2019,5,19,9,3,129,False,False,False,False,False,False,0,2,44,1557360164
175,635749,36608321,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,23,36,49,1557358609
176,647623,36608321,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,22,49,9,1557355749
177,661602,36608321,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,22,38,44,1557355124
178,385369,36608321,0,1,0,2019,5,19,8,2,128,False,False,False,False,False,False,22,30,21,1557354621
179,771154,36608321,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,22,20,4,1557354004
180,788535,36608321,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,21,17,42,1557350262
181,590770,36608321,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,20,25,23,1557347123
182,341420,36590040,0,1,0,2019,5,19,8,2,128,False,False,False,False,False,False,20,6,4,1557345964
183,576028,36590040,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,18,43,45,1557341025
184,471569,36590040,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,17,1,58,1557334918
185,322058,36590040,0,1,0,2019,5,19,8,2,128,False,False,False,False,False,False,12,34,49,1557318889
186,360753,36590040,0,1,0,2019,5,19,8,2,128,False,False,False,False,False,False,10,55,12,1557312912
187,358126,36590040,0,1,0,2019,5,19,8,2,128,False,False,False,False,False,False,2,52,33,1557283953
188,606193,36590040,0,0,1,2019,5,19,8,2,128,False,False,False,False,False,False,2,1,32,1557280892
189,358126,36590040,0,1,0,2019,5,19,8,2,128,False,False,False,False,False,False,1,22,59,1557278579
190,641715,36590040,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,23,43,42,1557272622
191,725284,36590040,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,22,0,14,1557266414
192,709959,36590040,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,21,26,34,1557264394
193,655567,36590040,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,20,51,28,1557262288
194,661614,36590040,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,20,50,34,1557262234
195,463487,36564548,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,18,25,50,1557253550
196,539003,36564548,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,14,9,18,1557238158
197,353893,36564548,1,0,0,2019,5,19,7,1,127,False,False,False,False,False,False,12,35,18,1557232518
198,679351,36564548,0,0,1,2019,5,19,7,1,127,False,False,False,False,False,False,0,36,8,1557189368
199,442193,36564548,0,1,0,2019,5,19,7,1,127,False,False,False,False,False,False,0,19,30,1557188370
200,590792,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,23,44,38,1557186278
201,771710,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,23,38,18,1557185898
202,365439,36564548,0,1,0,2019,5,19,6,0,126,False,False,False,False,False,False,23,16,11,1557184571
203,641727,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,22,26,25,1557181585
204,757044,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,22,5,6,1557180306
205,453792,36564548,0,1,0,2019,5,19,6,0,126,False,False,False,False,False,False,21,34,30,1557178470
206,647646,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,21,31,15,1557178275
207,703483,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,21,22,8,1557177728
208,590792,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,21,0,25,1557176425
209,788563,36564548,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,20,43,35,1557175415
210,590802,36542637,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,19,20,52,1557170452
211,590802,36542637,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,19,20,0,1557170400
212,497890,36542637,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,18,44,55,1557168295
213,580747,36542637,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,18,34,35,1557167675
214,727837,36542637,0,0,1,2019,5,19,6,0,126,False,False,False,False,False,False,14,46,10,1557153970
215,344646,36542637,1,0,0,2019,5,19,6,0,126,False,False,False,False,False,False,13,2,58,1557147778
216,383830,36542637,0,1,0,2019,5,19,6,0,126,False,False,False,False,False,False,12,3,28,1557144208
217,333549,36542637,0,1,0,2019,5,19,6,0,126,False,False,False,False,False,False,11,5,51,1557140751
218,365075,36542637,0,1,0,2019,5,18,5,6,125,False,False,False,False,False,False,23,21,46,1557098506
219,632584,36542637,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,22,12,25,1557094345
220,365075,36542637,0,1,0,2019,5,18,5,6,125,False,False,False,False,False,False,22,1,56,1557093716
221,687122,36542637,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,21,37,24,1557092244
222,401711,36542637,0,1,0,2019,5,18,5,6,125,False,False,False,False,False,False,21,29,5,1557091745
223,693460,36542637,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,20,25,9,1557087909
224,693473,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,20,6,35,1557086795
225,632596,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,19,33,50,1557084830
226,632596,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,19,26,9,1557084369
227,708442,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,19,11,54,1557083514
228,640656,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,18,41,35,1557081695
229,702309,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,18,16,5,1557080165
230,566014,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,17,28,2,1557077282
231,584415,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,17,23,56,1557077036
232,566014,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,16,43,17,1557074597
233,614813,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,16,23,49,1557073429
234,577620,36515589,0,0,1,2019,5,18,5,6,125,False,False,False,False,False,False,13,33,11,1557063191
235,458556,36515589,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,23,38,43,1557013123
236,693948,36515589,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,23,35,40,1557012940
237,357280,36515589,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,22,58,22,1557010702
238,432586,36515589,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,22,45,35,1557009935
239,665500,36515589,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,22,41,57,1557009717
240,767669,36515589,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,22,33,53,1557009233
241,458556,36515589,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,22,23,23,1557008603
242,458556,36515589,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,21,40,50,1557006050
243,729544,36515589,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,21,13,54,1557004434
244,736273,36515589,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,20,45,44,1557002744
245,660220,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,17,5,14,1556989514
246,717900,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,14,42,26,1556980946
247,418531,36490250,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,10,45,3,1556966703
248,358820,36490250,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,7,17,7,1556954227
249,401987,36490250,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,3,25,31,1556940331
250,558424,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,3,18,20,1556939900
251,711577,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,3,3,35,1556939015
252,711577,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,2,43,10,1556937790
253,401987,36490250,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,2,39,38,1556937578
254,649110,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,2,16,44,1556936204
255,657061,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,1,57,43,1556935063
256,663121,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,1,53,58,1556934838
257,442328,36490250,0,1,0,2019,5,18,4,5,124,False,False,False,False,False,False,1,16,6,1556932566
258,663121,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,1,8,48,1556932128
259,705073,36490250,0,0,1,2019,5,18,4,5,124,False,False,False,False,False,False,0,38,12,1556930292
260,590824,36490250,0,0,1,2019,5,18,3,4,123,False,False,False,False,False,False,23,54,29,1556927669
261,443953,36490250,0,1,0,2019,5,18,3,4,123,False,False,False,False,False,False,23,11,37,1556925097
262,590824,36490250,0,0,1,2019,5,18,3,4,123,False,False,False,False,False,False,23,6,3,1556924763
263,603577,36490250,0,0,1,2019,5,18,3,4,123,False,False,False,False,False,False,21,51,30,1556920290
264,787871,36490250,0,0,1,2019,5,18,3,4,123,False,False,False,False,False,False,21,37,30,1556919450
265,641761,36490250,0,0,1,2019,5,18,3,4,123,False,False,False,False,False,False,21,5,58,1556917558
266,864497,36490250,0,0,1,2019,5,18,3,4,123,False,False,False,False,False,False,20,50,24,1556916624
