Engagements,Followers at Posting,Created,Type
590802,36542637,2019-05-06 19:20:00 EDT,Video
497890,36542637,2019-05-06 18:44:55 EDT,Video
580747,36542637,2019-05-06 18:34:35 EDT,Video
727837,36542637,2019-05-06 14:46:10 EDT,Video
344646,36542637,2019-05-06 13:02:58 EDT,Album
383830,36542637,2019-05-06 12:03:28 EDT,Photo
333549,36542637,2019-05-06 11:05:51 EDT,Photo
365075,36542637,2019-05-05 23:21:46 EDT,Photo
632584,36542637,2019-05-05 22:12:25 EDT,Video
365075,36542637,2019-05-05 22:01:56 EDT,Photo
687122,36542637,2019-05-05 21:37:24 EDT,Video
401711,36542637,2019-05-05 21:29:05 EDT,Photo
693460,36542637,2019-05-05 20:25:09 EDT,Video
693473,36515589,2019-05-05 20:06:35 EDT,Video
632596,36515589,2019-05-05 19:33:50 EDT,Video
632596,36515589,2019-05-05 19:26:09 EDT,Video
708442,36515589,2019-05-05 19:11:54 EDT,Video
640656,36515589,2019-05-05 18:41:35 EDT,Video
702309,36515589,2019-05-05 18:16:05 EDT,Video
566014,36515589,2019-05-05 17:28:02 EDT,Video
584415,36515589,2019-05-05 17:23:56 EDT,Video
566014,36515589,2019-05-05 16:43:17 EDT,Video
614813,36515589,2019-05-05 16:23:49 EDT,Video
577620,36515589,2019-05-05 13:33:11 EDT,Video
458556,36515589,2019-05-04 23:38:43 EDT,Photo
693948,36515589,2019-05-04 23:35:40 EDT,Video
357280,36515589,2019-05-04 22:58:22 EDT,Photo
432586,36515589,2019-05-04 22:45:35 EDT,Photo
665500,36515589,2019-05-04 22:41:57 EDT,Video
767669,36515589,2019-05-04 22:33:53 EDT,Video
458556,36515589,2019-05-04 22:23:23 EDT,Photo
458556,36515589,2019-05-04 21:40:50 EDT,Photo
729544,36515589,2019-05-04 21:13:54 EDT,Video
736273,36515589,2019-05-04 20:45:44 EDT,Video
660220,36490250,2019-05-04 17:05:14 EDT,Video
717900,36490250,2019-05-04 14:42:26 EDT,Video
418531,36490250,2019-05-04 10:45:03 EDT,Photo
358820,36490250,2019-05-04 07:17:07 EDT,Photo
401987,36490250,2019-05-04 03:25:31 EDT,Photo
558424,36490250,2019-05-04 03:18:20 EDT,Video
711577,36490250,2019-05-04 03:03:35 EDT,Video
711577,36490250,2019-05-04 02:43:10 EDT,Video
401987,36490250,2019-05-04 02:39:38 EDT,Photo
649110,36490250,2019-05-04 02:16:44 EDT,Video
657061,36490250,2019-05-04 01:57:43 EDT,Video
663121,36490250,2019-05-04 01:53:58 EDT,Video
442328,36490250,2019-05-04 01:16:06 EDT,Photo
663121,36490250,2019-05-04 01:08:48 EDT,Video
705073,36490250,2019-05-04 00:38:12 EDT,Video
590824,36490250,2019-05-03 23:54:29 EDT,Video
443953,36490250,2019-05-03 23:11:37 EDT,Photo
590824,36490250,2019-05-03 23:06:03 EDT,Video
603577,36490250,2019-05-03 21:51:30 EDT,Video
787871,36490250,2019-05-03 21:37:30 EDT,Video
641761,36490250,2019-05-03 21:05:58 EDT,Video
864497,36490250,2019-05-03 20:50:24 EDT,Video
939030,36490250,2019-05-03 20:25:41 EDT,Video
610631,36463902,2019-05-03 17:49:25 EDT,Video
318931,36463902,2019-05-03 15:17:21 EDT,Photo
375497,36463902,2019-05-03 13:41:42 EDT,Album
569232,36463902,2019-05-02 23:12:07 EDT,Video
725349,36463902,2019-05-02 22:40:13 EDT,Video
787885,36463902,2019-05-02 22:36:57 EDT,Video
710023,36463902,2019-05-02 22:10:32 EDT,Video
771238,36463902,2019-05-02 21:09:13 EDT,Video
590834,36463902,2019-05-02 21:03:39 EDT,Video
557036,36440321,2019-05-02 16:39:25 EDT,Video
605702,36440321,2019-05-02 14:32:50 EDT,Video
329389,36440321,2019-05-02 12:46:14 EDT,Photo
346572,36440321,2019-05-02 11:51:34 EDT,Photo
349836,36440321,2019-05-01 23:50:12 EDT,Photo
725362,36440321,2019-05-01 22:43:39 EDT,Video
603599,36440321,2019-05-01 22:32:05 EDT,Video
585445,36440321,2019-05-01 22:06:12 EDT,Video
538977,36440321,2019-05-01 21:41:27 EDT,Video
715841,36414852,2019-05-01 19:20:22 EDT,Video
430226,36414852,2019-05-01 17:15:08 EDT,Video
303470,36414852,2019-05-01 12:29:07 EDT,Photo
417241,36414852,2019-05-01 03:36:39 EDT,Photo
417241,36414852,2019-05-01 01:17:38 EDT,Photo
707912,36414852,2019-05-01 00:53:14 EDT,Video
678474,36414852,2019-04-30 23:31:55 EDT,Video
351107,36414852,2019-04-30 22:40:51 EDT,Photo
713348,36414852,2019-04-30 21:28:25 EDT,Video
876573,36414852,2019-04-30 21:05:58 EDT,Video
599077,36414852,2019-04-30 20:52:18 EDT,Video
353389,36389226,2019-04-30 19:44:02 EDT,Photo
345013,36389226,2019-04-30 18:11:18 EDT,Photo
318676,36389226,2019-04-30 14:40:54 EDT,Photo
321234,36389226,2019-04-30 12:37:16 EDT,Photo
316622,36389226,2019-04-30 11:00:12 EDT,Album
326271,36389226,2019-04-30 05:09:27 EDT,Photo
326271,36389226,2019-04-30 01:26:56 EDT,Photo
819732,36389226,2019-04-30 00:21:41 EDT,Video
599088,36389226,2019-04-29 23:37:31 EDT,Video
593612,36389226,2019-04-29 23:09:12 EDT,Video
656741,36389226,2019-04-29 23:03:03 EDT,Video
599088,36389226,2019-04-29 22:40:51 EDT,Video
314509,36389226,2019-04-29 22:38:46 EDT,Photo
719942,36389226,2019-04-29 22:34:02 EDT,Video
262893,36389226,2019-04-29 21:09:47 EDT,Photo
593612,36389226,2019-04-29 20:17:14 EDT,Video
788404,36367250,2019-04-29 19:09:45 EDT,Video
252955,36367250,2019-04-29 15:40:30 EDT,Photo
519437,36367250,2019-04-29 13:57:05 EDT,Video
204785,36367250,2019-04-29 12:45:39 EDT,Album
347570,36367250,2019-04-29 08:32:09 EDT,Photo
688432,36367250,2019-04-29 02:00:58 EDT,Video
333058,36367250,2019-04-28 23:02:14 EDT,Album
455010,36341790,2019-04-28 19:44:29 EDT,Photo
735752,36341790,2019-04-28 18:50:24 EDT,Video
366419,36341790,2019-04-28 18:32:32 EDT,Photo
735752,36341790,2019-04-28 18:28:27 EDT,Video
728925,36341790,2019-04-28 18:16:51 EDT,Video
656027,36341790,2019-04-28 17:06:24 EDT,Video
629197,36341790,2019-04-28 16:48:35 EDT,Video
338448,36341790,2019-04-28 15:29:03 EDT,Photo
573962,36341790,2019-04-28 14:43:08 EDT,Video
839826,36341790,2019-04-28 13:40:27 EDT,Video
347215,36341790,2019-04-28 11:37:10 EDT,Photo
343056,36341790,2019-04-28 07:03:10 EDT,Album
721556,36341790,2019-04-28 01:18:29 EDT,Video
353511,36341790,2019-04-28 01:02:10 EDT,Photo
658213,36341790,2019-04-28 00:42:21 EDT,Video
353511,36341790,2019-04-28 00:37:27 EDT,Photo
655325,36341790,2019-04-27 23:51:39 EDT,Video
604967,36341790,2019-04-27 22:53:17 EDT,Video
763838,36341790,2019-04-27 22:22:12 EDT,Video
338348,36341790,2019-04-27 22:09:53 EDT,Photo
696784,36341790,2019-04-27 21:16:23 EDT,Video
780326,36341790,2019-04-27 20:41:57 EDT,Video
416267,36341790,2019-04-27 20:31:59 EDT,Photo
696784,36341790,2019-04-27 20:24:55 EDT,Video
696796,36317900,2019-04-27 20:03:27 EDT,Video
703224,36317900,2019-04-27 19:59:08 EDT,Video
295863,36317900,2019-04-27 17:15:29 EDT,Photo
610362,36317900,2019-04-27 14:36:01 EDT,Video
266739,36317900,2019-04-27 13:15:55 EDT,Photo
308818,36317900,2019-04-27 11:38:47 EDT,Photo
418893,36317900,2019-04-27 05:27:40 EDT,Photo
444040,36317900,2019-04-27 00:56:18 EDT,Photo
403544,36317900,2019-04-27 00:35:23 EDT,Photo
721569,36317900,2019-04-27 00:34:17 EDT,Video
713400,36317900,2019-04-26 23:33:22 EDT,Video
344032,36317900,2019-04-26 23:13:54 EDT,Photo
656776,36317900,2019-04-26 22:51:54 EDT,Video
599120,36317900,2019-04-26 22:30:13 EDT,Video
736919,36317900,2019-04-26 20:53:45 EDT,Video
588934,36296559,2019-04-26 18:55:28 EDT,Video
625346,36296559,2019-04-26 15:45:18 EDT,Video
327582,36296559,2019-04-26 11:02:50 EDT,Photo
357921,36296559,2019-04-26 00:21:17 EDT,Photo
326809,36296559,2019-04-25 22:34:49 EDT,Photo
719994,36296559,2019-04-25 21:22:46 EDT,Video
546536,36296559,2019-04-25 20:36:25 EDT,Video
562887,36296559,2019-04-25 20:35:09 EDT,Video
311944,36271116,2019-04-25 15:30:47 EDT,Album
252315,36271116,2019-04-25 13:09:54 EDT,Album
271080,36271116,2019-04-25 10:20:05 EDT,Photo
334169,36271116,2019-04-25 04:16:45 EDT,Photo
673934,36271116,2019-04-25 01:56:38 EDT,Video
389778,36271116,2019-04-25 01:36:55 EDT,Photo
614772,36271116,2019-04-25 01:12:08 EDT,Video
609153,36271116,2019-04-25 00:49:07 EDT,Video
609153,36271116,2019-04-25 00:38:36 EDT,Video
599142,36271116,2019-04-24 23:58:05 EDT,Video
331308,36271116,2019-04-24 22:56:59 EDT,Photo
657250,36271116,2019-04-24 22:43:11 EDT,Video
593666,36271116,2019-04-24 21:36:33 EDT,Video
558353,36237804,2019-04-24 19:51:16 EDT,Video
537253,36237804,2019-04-24 17:08:07 EDT,Video
251603,36237804,2019-04-24 13:00:04 EDT,Album
226758,36237804,2019-04-24 08:55:26 EDT,Album
254265,36237804,2019-04-24 03:35:27 EDT,Photo
540309,36237804,2019-04-24 02:22:02 EDT,Video
614783,36237804,2019-04-24 01:44:03 EDT,Video
673947,36237804,2019-04-24 01:32:30 EDT,Video
693375,36237804,2019-04-24 01:23:17 EDT,Video
307857,36237804,2019-04-24 01:21:31 EDT,Photo
624853,36237804,2019-04-24 01:09:56 EDT,Video
307857,36237804,2019-04-24 00:39:21 EDT,Photo
732051,36237804,2019-04-24 00:13:01 EDT,Video
307857,36237804,2019-04-24 00:08:33 EDT,Photo
664857,36237804,2019-04-23 23:42:54 EDT,Video
650809,36237804,2019-04-23 23:27:46 EDT,Video
350699,36237804,2019-04-23 22:58:22 EDT,Photo
599153,36237804,2019-04-23 22:55:16 EDT,Video
650809,36237804,2019-04-23 22:36:18 EDT,Video
350699,36237804,2019-04-23 22:20:41 EDT,Photo
546555,36237804,2019-04-23 21:52:55 EDT,Video
728839,36237804,2019-04-23 20:47:15 EDT,Video
546565,36216008,2019-04-23 20:01:45 EDT,Video
470055,36216008,2019-04-23 18:04:26 EDT,Video
560309,36216008,2019-04-23 15:01:22 EDT,Video
251265,36216008,2019-04-23 13:14:46 EDT,Album
290903,36216008,2019-04-23 10:28:49 EDT,Album
325900,36216008,2019-04-23 03:21:00 EDT,Photo
643383,36216008,2019-04-23 01:33:49 EDT,Video
614795,36216008,2019-04-23 01:29:16 EDT,Video
614795,36216008,2019-04-23 01:27:57 EDT,Video
673959,36216008,2019-04-23 00:09:25 EDT,Video
593687,36216008,2019-04-22 23:50:50 EDT,Video
345677,36216008,2019-04-22 23:11:55 EDT,Photo
656824,36216008,2019-04-22 22:00:41 EDT,Video
656824,36216008,2019-04-22 21:24:20 EDT,Video
470063,36192270,2019-04-22 18:02:09 EDT,Video
470063,36192270,2019-04-22 15:24:53 EDT,Video
515300,36192270,2019-04-22 13:21:57 EDT,Video
280808,36192270,2019-04-22 09:01:31 EDT,Photo
384277,36192270,2019-04-22 01:59:03 EDT,Photo
614806,36192270,2019-04-22 00:32:31 EDT,Video
321229,36192270,2019-04-22 00:18:30 EDT,Photo
718468,36192270,2019-04-21 23:50:15 EDT,Video
387655,36192270,2019-04-21 23:14:45 EDT,Photo
763921,36192270,2019-04-21 23:07:55 EDT,Video
703287,36192270,2019-04-21 21:57:17 EDT,Video
703287,36192270,2019-04-21 21:42:57 EDT,Video
313834,36192270,2019-04-21 21:40:39 EDT,Photo
696859,36192270,2019-04-21 21:04:09 EDT,Video
649418,36167857,2019-04-21 19:45:23 EDT,Video
677440,36167857,2019-04-21 18:43:39 EDT,Video
523643,36167857,2019-04-21 17:33:52 EDT,Video
317545,36167857,2019-04-21 16:53:29 EDT,Photo
656110,36167857,2019-04-21 16:34:02 EDT,Video
592697,36167857,2019-04-21 16:25:25 EDT,Video
371987,36167857,2019-04-21 16:19:55 EDT,Photo
791106,36167857,2019-04-21 15:31:18 EDT,Video
571026,36167857,2019-04-21 15:02:05 EDT,Video
766198,36167857,2019-04-21 14:54:48 EDT,Video
629277,36167857,2019-04-21 14:08:38 EDT,Video
681494,36167857,2019-04-21 12:37:52 EDT,Video
596244,36167857,2019-04-21 10:33:20 EDT,Video
346818,36167857,2019-04-21 09:04:42 EDT,Album
265040,36167857,2019-04-21 02:58:29 EDT,Photo
320904,36167857,2019-04-21 02:05:09 EDT,Photo
721648,36167857,2019-04-21 01:07:46 EDT,Video
696872,36167857,2019-04-20 23:49:16 EDT,Video
696872,36167857,2019-04-20 22:59:13 EDT,Video
703300,36167857,2019-04-20 20:33:47 EDT,Video
337961,36167857,2019-04-20 20:26:48 EDT,Photo
763949,36144583,2019-04-20 19:46:13 EDT,Video
649430,36144583,2019-04-20 19:35:43 EDT,Video
635708,36144583,2019-04-20 19:27:56 EDT,Video
551762,36144583,2019-04-20 18:37:09 EDT,Video
643807,36144583,2019-04-20 18:12:48 EDT,Video
592707,36144583,2019-04-20 18:05:34 EDT,Video
337910,36144583,2019-04-20 18:02:45 EDT,Photo
592707,36144583,2019-04-20 17:41:56 EDT,Video
599967,36144583,2019-04-20 16:54:10 EDT,Video
643807,36144583,2019-04-20 16:43:33 EDT,Video
643807,36144583,2019-04-20 15:27:09 EDT,Video
535734,36144583,2019-04-20 15:20:55 EDT,Video
406667,36144583,2019-04-20 15:04:12 EDT,Video
223601,36144583,2019-04-20 14:03:47 EDT,Photo
557050,36144583,2019-04-20 12:11:12 EDT,Video
373484,36144583,2019-04-20 11:01:39 EDT,Album
389991,36144583,2019-04-20 01:37:37 EDT,Photo
345577,36144583,2019-04-20 00:19:43 EDT,Photo
599196,36144583,2019-04-19 23:22:27 EDT,Video
381654,36144583,2019-04-19 23:19:49 EDT,Photo
728891,36144583,2019-04-19 23:08:40 EDT,Video
735615,36144583,2019-04-19 22:45:31 EDT,Video
735615,36144583,2019-04-19 22:25:31 EDT,Video
307346,36144583,2019-04-19 22:05:59 EDT,Photo
664905,36144583,2019-04-19 21:08:07 EDT,Video
774600,36144583,2019-04-19 21:07:29 EDT,Video
656860,36144583,2019-04-19 20:20:08 EDT,Video
542707,36119790,2019-04-19 18:46:54 EDT,Video
515328,36119790,2019-04-19 14:13:25 EDT,Video
339647,36119790,2019-04-19 11:43:17 EDT,Album
333135,36119790,2019-04-19 04:39:51 EDT,Photo
819896,36119790,2019-04-19 00:57:22 EDT,Video
674008,36119790,2019-04-19 00:22:14 EDT,Video
674008,36119790,2019-04-19 00:05:15 EDT,Video
650868,36119790,2019-04-18 23:48:58 EDT,Video
326430,36119790,2019-04-18 23:39:40 EDT,Photo
326430,36119790,2019-04-18 23:08:39 EDT,Photo
558404,36119790,2019-04-18 22:50:16 EDT,Video
612141,36119790,2019-04-18 22:49:09 EDT,Video
606546,36119790,2019-04-18 22:38:24 EDT,Video
656871,36119790,2019-04-18 21:29:15 EDT,Video
593730,36119790,2019-04-18 20:35:38 EDT,Video
640479,36093770,2019-04-18 18:15:58 EDT,Video
560360,36093770,2019-04-18 14:27:39 EDT,Video
237054,36093770,2019-04-18 11:33:41 EDT,Album
410646,36093770,2019-04-18 03:31:30 EDT,Photo
376678,36093770,2019-04-18 02:02:13 EDT,Photo
333779,36093770,2019-04-18 00:04:43 EDT,Photo
300742,36093770,2019-04-17 23:52:34 EDT,Photo
300742,36093770,2019-04-17 22:38:04 EDT,Photo
650879,36093770,2019-04-17 22:11:13 EDT,Video
627082,36093770,2019-04-17 22:07:52 EDT,Video
714005,36093770,2019-04-17 22:02:10 EDT,Video
599218,36093770,2019-04-17 21:35:45 EDT,Video
650879,36093770,2019-04-17 21:03:04 EDT,Video
541619,36093770,2019-04-17 20:27:04 EDT,Video
868782,36070358,2019-04-17 20:02:56 EDT,Video
650891,36070358,2019-04-17 19:43:57 EDT,Video
560754,36070358,2019-04-17 17:42:48 EDT,Video
241880,36070358,2019-04-17 14:39:19 EDT,Photo
